part_id,material,volume_mm3,surface_area_mm2,tolerance_um,complexity_idx,rev,created_at
P017361,Steel,9887.0,497.0,19.0,0.776,1,2025-02-23
P017362,ABS,23982.0,921.0,88.0,0.21,1,2025-01-11
P017363,Brass,7153.0,367.0,40.0,0.2,1,2025-02-05
P017364,Steel,6891.0,384.0,32.0,0.402,1,2025-02-11
P017365,Aluminum,5529.0,301.0,57.0,0.325,1,2025-01-04
P017366,Aluminum,11680.0,483.0,54.0,0.214,1,2025-02-19
P017367,Aluminum,3362.0,208.0,63.0,0.331,1,2025-01-23
P017368,Aluminum,9442.0,488.0,56.0,0.45,1,2025-02-10
P017369,Brass,22092.0,796.0,29.0,0.358,1,2025-01-23
P017370,Steel,8713.0,391.0,42.0,0.572,1,2025-01-13
P017371,Brass,4766.0,325.0,38.0,0.293,1,2025-02-06
P017372,ABS,13049.0,618.0,80.0,0.238,1,2025-02-03
P017373,ABS,6993.0,397.0,62.0,0.234,1,2025-02-22
P017374,Brass,5593.0,357.0,39.0,0.524,1,2025-01-12
P017375,ABS,19420.0,813.0,77.0,0.417,1,2025-02-13
P017376,Steel,14507.0,569.0,26.0,0.365,1,2025-01-17
P017377,ABS,9922.0,484.0,51.0,0.583,1,2025-02-03
P017378,Titanium,13975.0,606.0,39.0,0.78,1,2025-01-21
P017379,Aluminum,9195.0,498.0,68.0,0.26,1,2025-01-18
P017380,Aluminum,14876.0,576.0,42.0,0.588,1,2025-01-29
P017381,,26707.0,897.0,79.0,0.186,1,2025-02-21
P017382,ABS,43897.0,1411.0,102.0,0.273,1,2025-01-26
P017383,ABS,11859.0,593.0,85.0,0.433,1,2025-01-27
P017384,Aluminum,18142.0,669.0,57.0,0.321,1,2025-02-24
P017385,Titanium,16680.0,629.0,43.0,0.489,1,2025-01-22
P017386,Aluminum,42660.0,1286.0,54.0,0.606,1,2025-02-08
P017387,Aluminum,6597.0,335.0,81.0,0.745,1,2025-01-05
P017388,ABS,5317.0,309.0,72.0,0.458,1,2025-01-02
P017389,Titanium,28758.0,978.0,15.0,0.153,1,2025-01-25
P017390,Aluminum,13317.0,644.0,48.0,0.811,1,2025-01-12
P017391,ABS,24965.0,936.0,93.0,0.496,1,2025-02-26
P017392,Aluminum,10975.0,458.0,64.0,0.044,1,2025-02-05
P017393,Aluminum,31159.0,1016.0,48.0,0.59,1,2025-01-03
P017394,Aluminum,19379.0,780.0,47.0,0.422,1,2025-02-09
P017395,Steel,16876.0,718.0,31.0,0.583,1,2025-01-07
P017396,Aluminum,7799.0,379.0,40.0,0.421,1,2025-01-19
P017397,Brass,7420.0,408.0,31.0,0.58,1,2025-01-13
P017398,Brass,43324.0,1201.0,62.0,0.655,1,2025-01-29
P017399,Titanium,9891.0,520.0,42.0,0.459,1,2025-01-19
P017400,Aluminum,7844.0,428.0,54.0,0.244,1,2025-01-20
P017401,Aluminum,26458.0,925.0,51.0,0.457,1,2025-02-18
P017402,Brass,9377.0,421.0,21.0,0.188,1,2025-02-19
P017403,Titanium,4556.0,262.0,24.0,0.5,1,2025-02-05
P017404,ABS,11682.0,552.0,98.0,0.66,1,2025-01-28
P017405,ABS,11397.0,521.0,88.0,0.311,1,2025-01-07
P017406,Aluminum,26130.0,894.0,42.0,0.505,1,2025-01-10
P017407,Brass,10515.0,468.0,53.0,0.306,1,2025-01-31
P017408,Steel,10755.0,523.0,39.0,0.539,1,2025-02-12
P017409,ABS,11529.0,501.0,89.0,0.345,1,2025-01-10
P017410,Brass,6473.0,340.0,33.0,0.41,1,2025-02-18
P017411,Steel,4184.0,289.0,60.0,0.445,1,2025-02-11
P017412,Titanium,30015.0,960.0,47.0,0.525,1,2025-01-17
P017413,Steel,6095.0,315.0,36.0,0.538,1,2025-02-14
P017414,ABS,28769.0,967.0,57.0,0.077,1,2025-01-21
P017415,Steel,7066.0,345.0,43.0,0.285,1,2025-01-11
P017416,Aluminum,14586.0,556.0,49.0,0.2,1,2025-02-19
P017417,Steel,13320.0,577.0,26.0,0.066,1,2025-01-28
P017418,ABS,9624.0,472.0,76.0,0.248,1,2025-02-24
P017419,ABS,12652.0,623.0,85.0,0.334,1,2025-02-15
P017420,Titanium,16797.0,616.0,43.0,0.317,1,2025-02-27
P017421,ABS,12088.0,521.0,92.0,0.303,1,2025-01-19
P017422,Brass,11225.0,561.0,55.0,0.293,1,2025-02-07
P017423,ABS,9138.0,466.0,72.0,0.455,1,2025-02-01
P017424,ABS,63121.0,1737.0,80.0,0.287,1,2025-01-24
P017425,Aluminum,17754.0,778.0,58.0,0.406,1,2025-02-24
P017426,Aluminum,15356.0,600.0,72.0,0.21,1,2025-01-14
P017427,Steel,9145.0,457.0,40.0,0.421,1,2025-02-03
P017428,ABS,8479.0,464.0,58.0,0.745,1,2025-01-15
P017429,Brass,11489.0,467.0,45.0,0.201,1,2025-02-22
P017430,Aluminum,10921.0,552.0,75.0,0.268,1,2025-01-15
P017431,Steel,8488.0,400.0,29.0,0.361,1,2025-01-27
P017432,Aluminum,10190.0,424.0,61.0,0.459,1,2025-02-19
P017433,ABS,16422.0,628.0,76.0,0.634,1,2025-01-22
P017434,Brass,16117.0,575.0,36.0,0.403,1,2025-01-04
P017435,Brass,5021.0,301.0,48.0,0.301,1,2025-02-11
P017436,Brass,4747.0,260.0,52.0,0.218,1,2025-02-04
P017437,Steel,15026.0,659.0,25.0,0.674,1,2025-02-03
P017438,ABS,9143.0,419.0,81.0,0.496,1,2025-02-08
P017439,,10481.0,548.0,45.0,0.185,1,2025-01-17
P017440,Aluminum,21138.0,753.0,50.0,0.638,1,2025-01-19
P017441,Steel,15467.0,600.0,35.0,0.45,1,2025-02-07
P017442,Brass,9830.0,471.0,61.0,0.631,1,2025-02-10
P017443,Steel,9136.0,457.0,21.0,0.297,1,2025-02-13
P017444,Brass,16493.0,686.0,47.0,0.126,1,2025-01-07
P017445,ABS,13330.0,618.0,78.0,0.527,1,2025-02-11
P017446,Brass,10829.0,552.0,52.0,0.587,1,2025-02-16
P017447,Aluminum,12552.0,513.0,74.0,0.362,1,2025-01-18
P017448,Aluminum,4241.0,284.0,46.0,0.137,1,2025-01-29
P017449,Aluminum,2599.0,184.0,55.0,0.138,1,2025-01-11
P017450,Aluminum,13577.0,644.0,58.0,0.298,1,2025-01-07
P017451,Titanium,19976.0,707.0,27.0,0.164,1,2025-01-10
P017452,Titanium,4975.0,312.0,21.0,0.612,1,2025-01-27
P017453,ABS,3620.0,242.0,71.0,0.632,1,2025-01-16
P017454,Steel,12311.0,598.0,50.0,0.591,1,2025-02-10
P017455,Brass,10544.0,452.0,48.0,0.425,1,2025-01-08
P017456,Steel,9938.0,475.0,40.0,0.115,1,2025-02-23
P017457,Brass,10829.0,535.0,58.0,0.277,1,2025-02-12
P017458,ABS,14952.0,645.0,74.0,0.36,1,2025-02-11
P017459,ABS,11292.0,504.0,66.0,0.523,1,2025-01-09
P017460,ABS,19450.0,775.0,71.0,0.616,1,2025-01-19
P017461,Aluminum,21495.0,848.0,72.0,0.448,1,2025-01-09
P017462,ABS,12527.0,528.0,74.0,0.632,1,2025-02-18
P017463,Brass,10744.0,446.0,16.0,0.042,1,2025-01-30
P017464,Steel,9607.0,505.0,26.0,0.275,1,2025-01-20
P017465,ABS,18695.0,734.0,79.0,0.412,1,2025-01-22
P017466,ABS,14458.0,539.0,58.0,0.509,1,2025-01-15
P017467,ABS,24724.0,854.0,55.0,0.358,1,2025-02-18
P017468,Titanium,11538.0,586.0,35.0,0.179,1,2025-02-23
P017469,Steel,9788.0,460.0,35.0,0.378,1,2025-02-11
P017470,Titanium,20795.0,854.0,16.0,0.223,1,2025-02-05
P017471,Brass,14332.0,670.0,39.0,0.733,1,2025-01-19
P017472,Aluminum,6781.0,343.0,67.0,0.448,1,2025-02-22
P017473,,23319.0,739.0,50.0,0.323,1,2025-01-17
P017474,Steel,7681.0,440.0,15.0,0.175,1,2025-01-23
P017475,Aluminum,11243.0,536.0,61.0,0.293,1,2025-01-15
P017476,Steel,23769.0,824.0,36.0,0.483,1,2025-01-01
P017477,ABS,6121.0,321.0,68.0,0.666,1,2025-01-29
P017478,Titanium,8847.0,417.0,39.0,0.616,1,2025-03-01
P017479,Steel,10460.0,465.0,26.0,0.442,1,2025-02-09
P017480,Brass,8692.0,470.0,32.0,0.607,1,2025-01-14
P017481,Brass,11349.0,479.0,65.0,0.473,1,2025-02-06
P017482,Aluminum,9330.0,407.0,76.0,0.268,1,2025-01-06
P017483,Steel,13933.0,524.0,23.0,0.425,1,2025-01-14
P017484,ABS,42620.0,1202.0,84.0,0.267,1,2025-01-01
P017485,Brass,10001.0,510.0,47.0,0.552,1,2025-02-28
P017486,Aluminum,8328.0,420.0,73.0,0.23,1,2025-02-15
P017487,Brass,7853.0,389.0,69.0,0.819,1,2025-02-08
P017488,Steel,7305.0,406.0,36.0,0.223,1,2025-02-10
P017489,Brass,11597.0,464.0,35.0,0.463,1,2025-01-29
P017490,Steel,20917.0,823.0,49.0,0.239,1,2025-02-25
P017491,Aluminum,18499.0,733.0,63.0,0.51,1,2025-02-09
P017492,Steel,17265.0,611.0,31.0,0.221,1,2025-02-01
P017493,Aluminum,19296.0,690.0,64.0,0.463,1,2025-02-12
P017494,Titanium,6073.0,303.0,43.0,0.157,1,2025-02-22
P017495,Steel,23666.0,751.0,39.0,0.666,1,2025-01-03
P017496,ABS,9516.0,410.0,79.0,0.258,1,2025-01-31
P017497,Aluminum,4517.0,250.0,67.0,0.247,1,2025-02-04
P017498,Brass,15560.0,691.0,37.0,0.496,1,2025-01-29
P017499,Steel,9687.0,490.0,25.0,0.188,1,2025-01-26
P017500,Aluminum,23155.0,903.0,48.0,0.416,1,2025-02-12
P017501,Brass,7771.0,443.0,40.0,0.492,1,2025-02-02
P017502,Brass,19413.0,785.0,52.0,0.138,1,2025-01-19
P017503,ABS,14333.0,642.0,71.0,0.239,1,2025-02-20
P017504,Steel,7456.0,400.0,37.0,0.578,1,2025-01-04
P017505,ABS,16177.0,594.0,79.0,0.568,1,2025-01-29
P017506,ABS,9043.0,422.0,76.0,0.114,1,2025-02-09
P017507,Aluminum,9858.0,502.0,63.0,0.458,1,2025-02-24
P017508,Brass,20622.0,740.0,36.0,0.406,1,2025-02-05
P017509,Steel,5779.0,290.0,47.0,0.346,1,2025-02-19
P017510,Aluminum,24277.0,862.0,56.0,0.425,1,2025-01-02
P017511,ABS,8760.0,429.0,74.0,0.431,1,2025-01-26
P017512,Aluminum,11268.0,497.0,78.0,0.389,1,2025-02-22
P017513,ABS,31731.0,1027.0,54.0,0.024,1,2025-02-17
P017514,Steel,10742.0,482.0,43.0,0.669,1,2025-02-08
P017515,Steel,4131.0,257.0,45.0,0.28,1,2025-01-29
P017516,Steel,7744.0,367.0,27.0,0.636,1,2025-02-12
P017517,Aluminum,16747.0,644.0,34.0,0.406,1,2025-01-11
P017518,ABS,14460.0,660.0,98.0,0.046,1,2025-01-01
P017519,Steel,14391.0,649.0,16.0,0.178,1,2025-02-27
P017520,ABS,27517.0,939.0,88.0,0.538,1,2025-02-25
P017521,Aluminum,7098.0,348.0,46.0,0.52,1,2025-01-04
P017522,Steel,12001.0,486.0,24.0,0.66,1,2025-01-02
P017523,Aluminum,17951.0,686.0,76.0,0.158,1,2025-01-24
P017524,ABS,4263.0,255.0,73.0,0.267,1,2025-02-28
P017525,Steel,11872.0,493.0,40.0,0.51,1,2025-01-18
P017526,Aluminum,20856.0,784.0,46.0,0.419,1,2025-01-06
P017527,ABS,10633.0,530.0,107.0,0.705,1,2025-01-15
P017528,Steel,8562.0,389.0,37.0,0.506,1,2025-01-11
P017529,Aluminum,8976.0,465.0,72.0,0.453,1,2025-02-28
P017530,Aluminum,9783.0,473.0,50.0,0.597,1,2025-02-26
P017531,Titanium,8420.0,375.0,45.0,0.284,1,2025-01-31
P017532,Aluminum,5359.0,306.0,47.0,0.524,1,2025-01-28
P017533,Titanium,11283.0,548.0,42.0,0.397,1,2025-01-10
P017534,ABS,10097.0,486.0,73.0,0.651,1,2025-01-28
P017535,Aluminum,8162.0,434.0,43.0,0.693,1,2025-02-12
P017536,Steel,7280.0,397.0,22.0,0.222,1,2025-02-06
P017537,Aluminum,49212.0,1321.0,47.0,0.377,1,2025-02-28
P017538,ABS,8818.0,488.0,51.0,0.553,1,2025-02-24
P017539,Aluminum,19954.0,702.0,45.0,0.575,1,2025-02-26
P017540,Aluminum,10611.0,479.0,62.0,0.755,1,2025-01-13
P017541,Aluminum,13192.0,532.0,71.0,0.349,1,2025-02-07
P017542,ABS,9994.0,427.0,75.0,0.088,1,2025-01-30
P017543,Steel,20119.0,735.0,39.0,0.355,1,2025-02-04
P017544,ABS,6726.0,361.0,67.0,0.427,1,2025-02-13
P017545,Steel,11793.0,,31.0,0.399,1,2025-02-17
P017546,Aluminum,10426.0,530.0,67.0,0.219,1,2025-02-11
P017547,Brass,6390.0,391.0,28.0,0.119,1,2025-02-10
P017548,ABS,15863.0,593.0,75.0,0.741,1,2025-03-01
P017549,ABS,7953.0,436.0,87.0,0.42,1,2025-01-16
P017550,Brass,10914.0,482.0,40.0,0.167,1,2025-01-26
P017551,Brass,18628.0,773.0,66.0,0.146,1,2025-02-06
P017552,Aluminum,17077.0,693.0,55.0,0.136,1,2025-02-12
P017553,ABS,16801.0,736.0,92.0,0.679,1,2025-02-11
P017554,ABS,12353.0,590.0,72.0,0.404,1,2025-02-17
P017555,ABS,13363.0,528.0,69.0,0.65,1,2025-01-28
P017556,Aluminum,9203.0,451.0,68.0,0.198,1,2025-02-27
P017557,ABS,14584.0,656.0,66.0,0.2,1,2025-01-28
P017558,Aluminum,8770.0,464.0,62.0,0.069,1,2025-01-27
P017559,Aluminum,13924.0,562.0,58.0,0.722,1,2025-02-16
P017560,Aluminum,6816.0,396.0,57.0,0.159,1,2025-01-24
P017561,Steel,8053.0,447.0,18.0,0.054,1,2025-01-21
P017562,Aluminum,12756.0,614.0,62.0,0.428,1,2025-01-15
P017563,Aluminum,13687.0,565.0,37.0,0.203,1,2025-02-09
P017564,Titanium,24748.0,887.0,42.0,0.378,1,2025-01-21
P017565,Brass,6799.0,354.0,39.0,0.606,1,2025-01-03
P017566,Brass,11133.0,508.0,41.0,0.548,1,2025-02-05
P017567,Steel,15582.0,620.0,39.0,0.372,1,2025-02-17
P017568,Titanium,27657.0,841.0,39.0,0.645,1,2025-01-15
P017569,Brass,7620.0,372.0,37.0,0.667,1,2025-01-11
P017570,ABS,21903.0,833.0,73.0,0.917,1,2025-01-11
P017571,Aluminum,18694.0,731.0,51.0,0.198,1,2025-02-26
P017572,Steel,21930.0,856.0,18.0,0.656,1,2025-01-30
P017573,Aluminum,26168.0,1000.0,59.0,0.194,1,2025-02-27
P017574,Aluminum,11685.0,483.0,60.0,0.377,1,2025-01-27
P017575,ABS,7409.0,411.0,91.0,0.271,1,2025-01-10
P017576,ABS,16111.0,597.0,62.0,0.295,1,2025-01-04
P017577,Steel,10757.0,487.0,33.0,0.47,1,2025-02-24
P017578,,8970.0,490.0,62.0,0.525,1,2025-01-11
P017579,ABS,3076.0,191.0,70.0,0.572,1,2025-02-09
P017580,ABS,14268.0,610.0,85.0,0.518,1,2025-02-04
P017581,Aluminum,42026.0,1121.0,76.0,0.493,1,2025-02-19
P017582,Aluminum,7175.0,360.0,76.0,0.556,1,2025-02-26
P017583,ABS,20915.0,727.0,70.0,0.434,1,2025-02-04
P017584,ABS,32500.0,1043.0,64.0,0.332,1,2025-02-13
P017585,Brass,11395.0,495.0,59.0,0.881,1,2025-02-06
P017586,Aluminum,40952.0,1077.0,59.0,0.035,1,2025-01-28
P017587,Steel,8450.0,430.0,46.0,0.763,1,2025-02-06
P017588,Brass,14020.0,654.0,40.0,0.262,1,2025-01-06
P017589,Brass,8982.0,448.0,33.0,0.324,1,2025-01-18
P017590,Brass,14071.0,653.0,48.0,0.109,1,2025-01-13
P017591,ABS,16979.0,701.0,58.0,0.694,1,2025-01-24
P017592,ABS,28297.0,868.0,73.0,0.433,1,2025-02-03
P017593,ABS,11170.0,536.0,73.0,0.532,1,2025-02-18
P017594,Aluminum,17811.0,652.0,57.0,0.447,1,2025-02-13
P017595,Steel,8246.0,432.0,44.0,0.263,1,2025-01-30
P017596,Aluminum,16294.0,700.0,56.0,0.155,1,2025-01-22
P017597,Brass,16587.0,635.0,66.0,0.524,1,2025-01-01
P017598,Aluminum,11200.0,541.0,62.0,0.233,1,2025-01-03
P017599,Steel,4523.0,267.0,28.0,0.201,1,2025-02-15
P017600,Steel,20250.0,732.0,40.0,0.2,1,2025-01-08
P017601,Steel,12918.0,565.0,29.0,0.343,1,2025-01-09
P017602,Titanium,15514.0,643.0,36.0,0.136,1,2025-02-04
P017603,Steel,6879.0,381.0,30.0,0.374,1,2025-01-06
P017604,Steel,6662.0,319.0,15.0,0.686,1,2025-01-06
P017605,Steel,8060.0,440.0,29.0,0.352,1,2025-02-23
P017606,Brass,10701.0,524.0,29.0,0.378,1,2025-01-14
P017607,Brass,12591.0,572.0,51.0,0.663,1,2025-01-20
P017608,Titanium,8909.0,432.0,38.0,0.417,1,2025-02-16
P017609,ABS,9983.0,533.0,58.0,0.185,1,2025-01-24
P017610,ABS,15520.0,715.0,82.0,0.557,1,2025-02-14
P017611,Brass,5809.0,295.0,48.0,0.793,1,2025-01-29
P017612,Brass,14969.0,627.0,55.0,0.38,1,2025-02-17
P017613,Steel,6916.0,370.0,38.0,0.667,1,2025-02-12
P017614,ABS,12321.0,538.0,69.0,0.387,1,2025-01-10
P017615,Aluminum,14429.0,615.0,44.0,0.229,1,2025-02-13
P017616,,7021.0,414.0,49.0,0.655,1,2025-02-10
P017617,Brass,15485.0,681.0,65.0,0.717,1,2025-02-22
P017618,Brass,25340.0,840.0,42.0,0.852,1,2025-02-28
P017619,ABS,5514.0,306.0,84.0,0.576,1,2025-02-26
P017620,Brass,9042.0,414.0,33.0,0.426,1,2025-01-28
P017621,Aluminum,9538.0,438.0,37.0,0.683,1,2025-01-05
P017622,Steel,50628.0,1436.0,34.0,0.058,1,2025-02-10
P017623,ABS,15949.0,581.0,105.0,0.284,1,2025-02-05
P017624,ABS,7636.0,365.0,70.0,0.389,1,2025-01-14
P017625,Steel,14081.0,638.0,40.0,0.41,1,2025-01-19
P017626,Aluminum,6185.0,335.0,55.0,0.702,1,2025-01-30
P017627,ABS,12312.0,594.0,82.0,0.3,1,2025-01-08
P017628,Brass,18101.0,657.0,36.0,0.353,1,2025-02-24
P017629,Steel,10018.0,495.0,24.0,0.403,1,2025-02-14
P017630,,20617.0,716.0,81.0,0.255,1,2025-02-01
P017631,Titanium,17444.0,620.0,39.0,0.134,1,2025-01-01
P017632,Steel,12596.0,521.0,31.0,0.453,1,2025-01-06
P017633,Steel,4310.0,271.0,32.0,0.356,1,2025-02-02
P017634,Aluminum,11704.0,531.0,58.0,0.136,1,2025-01-05
P017635,Aluminum,21373.0,819.0,66.0,0.563,1,2025-01-15
P017636,Brass,5698.0,326.0,44.0,0.114,1,2025-01-08
P017637,ABS,20932.0,790.0,66.0,0.699,1,2025-01-08
P017638,Steel,15797.0,575.0,52.0,0.502,1,2025-02-14
P017639,Steel,9326.0,432.0,41.0,0.503,1,2025-01-25
P017640,Aluminum,3833.0,249.0,61.0,0.065,1,2025-01-09
P017641,Aluminum,13955.0,620.0,51.0,0.74,1,2025-02-26
P017642,ABS,33681.0,953.0,89.0,0.481,1,2025-01-19
P017643,Aluminum,11339.0,518.0,60.0,0.632,1,2025-01-20
P017644,Brass,17208.0,618.0,32.0,0.404,1,2025-01-30
P017645,Steel,15202.0,670.0,31.0,0.441,1,2025-02-20
P017646,Aluminum,22768.0,893.0,55.0,0.366,1,2025-02-03
P017647,Steel,7774.0,363.0,36.0,0.175,1,2025-02-07
P017648,Steel,7629.0,413.0,33.0,0.141,1,2025-01-28
P017649,ABS,15243.0,695.0,77.0,0.217,1,2025-01-19
P017650,Steel,19561.0,656.0,38.0,0.242,1,2025-02-15
P017651,Aluminum,6532.0,391.0,73.0,0.264,1,2025-01-20
P017652,Aluminum,5131.0,276.0,51.0,0.809,1,2025-02-17
P017653,Aluminum,7914.0,435.0,67.0,0.402,1,2025-02-25
P017654,ABS,27555.0,924.0,78.0,0.51,1,2025-02-08
P017655,Steel,14426.0,613.0,23.0,0.452,1,2025-01-02
P017656,Aluminum,11876.0,575.0,72.0,0.434,1,2025-01-25
P017657,Aluminum,10323.0,448.0,60.0,0.319,1,2025-02-11
P017658,Aluminum,10402.0,490.0,42.0,0.202,1,2025-01-14
P017659,ABS,10721.0,556.0,69.0,0.727,1,2025-01-26
P017660,Titanium,5984.0,374.0,38.0,0.469,1,2025-01-14
P017661,Brass,17887.0,674.0,53.0,0.193,1,2025-01-16
P017662,ABS,23751.0,917.0,66.0,0.297,1,2025-02-23
P017663,Brass,13258.0,624.0,42.0,0.498,1,2025-01-20
P017664,ABS,22479.0,832.0,69.0,0.034,1,2025-02-19
P017665,Titanium,6874.0,399.0,32.0,0.791,1,2025-02-26
P017666,Steel,19874.0,681.0,57.0,0.34,1,2025-02-11
P017667,Steel,25055.0,967.0,20.0,0.581,1,2025-02-22
P017668,ABS,2855.0,228.0,88.0,0.096,1,2025-01-13
P017669,Aluminum,3514.0,240.0,42.0,0.669,1,2025-01-01
P017670,ABS,30760.0,1030.0,77.0,0.659,1,2025-01-04
P017671,Brass,16341.0,706.0,50.0,0.148,1,2025-01-05
P017672,Titanium,15400.0,676.0,51.0,0.398,1,2025-01-28
P017673,Steel,7578.0,382.0,26.0,0.491,1,2025-01-11
P017674,Aluminum,15934.0,691.0,55.0,0.312,1,2025-01-29
P017675,Aluminum,18396.0,783.0,45.0,0.585,1,2025-03-01
P017676,Brass,15488.0,645.0,47.0,0.534,1,2025-02-04
P017677,ABS,19543.0,656.0,88.0,0.412,1,2025-01-22
P017678,ABS,15797.0,618.0,83.0,0.313,1,2025-01-06
P017679,ABS,9528.0,498.0,78.0,0.561,1,2025-01-28
P017680,,7067.0,410.0,22.0,0.485,1,2025-02-24
P017681,Steel,7837.0,423.0,15.0,0.465,1,2025-02-09
P017682,Steel,17151.0,629.0,54.0,0.589,1,2025-01-06
P017683,Aluminum,12899.0,517.0,60.0,0.18,1,2025-01-01
P017684,Steel,18104.0,738.0,57.0,0.082,1,2025-02-07
P017685,Steel,10820.0,480.0,29.0,0.414,1,2025-02-27
P017686,Aluminum,14862.0,605.0,72.0,0.572,1,2025-01-03
P017687,Brass,23911.0,758.0,34.0,0.443,1,2025-01-15
P017688,ABS,49797.0,1443.0,87.0,0.78,1,2025-02-01
P017689,Aluminum,6597.0,334.0,67.0,0.722,1,2025-02-06
P017690,Aluminum,12514.0,550.0,71.0,0.073,1,2025-02-06
P017691,Brass,14994.0,651.0,29.0,0.804,1,2025-01-17
P017692,Steel,15375.0,583.0,49.0,0.029,1,2025-01-01
P017693,Titanium,8701.0,404.0,44.0,0.68,1,2025-02-13
P017694,ABS,11410.0,526.0,77.0,0.21,1,2025-01-27
P017695,Steel,7602.0,352.0,18.0,0.108,1,2025-01-15
P017696,Brass,5655.0,323.0,54.0,0.336,1,2025-02-23
P017697,ABS,12433.0,614.0,77.0,0.552,1,2025-01-14
P017698,Titanium,8246.0,445.0,28.0,0.392,1,2025-01-05
P017699,ABS,17298.0,758.0,81.0,0.291,1,2025-02-22
P017700,Aluminum,10057.0,534.0,76.0,0.57,1,2025-02-28
P017701,Steel,15713.0,683.0,43.0,0.672,1,2025-02-12
P017702,ABS,15499.0,705.0,93.0,0.415,1,2025-01-17
P017703,ABS,13077.0,527.0,77.0,0.219,1,2025-01-19
P017704,ABS,20733.0,804.0,86.0,0.428,1,2025-01-17
P017705,Brass,16656.0,629.0,82.0,0.317,1,2025-02-05
P017706,Brass,23914.0,891.0,39.0,0.192,1,2025-01-19
P017707,Aluminum,5138.0,292.0,76.0,0.14,1,2025-01-03
P017708,Steel,22446.0,813.0,24.0,0.616,1,2025-01-31
P017709,Brass,26573.0,925.0,35.0,0.357,1,2025-02-24
P017710,Steel,4870.0,330.0,54.0,0.545,1,2025-01-14
P017711,Aluminum,7798.0,440.0,74.0,0.494,1,2025-03-01
P017712,ABS,6110.0,351.0,82.0,0.157,1,2025-01-17
P017713,Steel,13396.0,632.0,24.0,0.778,1,2025-02-01
P017714,ABS,15227.0,581.0,50.0,0.828,1,2025-02-07
P017715,ABS,9146.0,476.0,83.0,0.02,1,2025-01-08
P017716,Aluminum,20172.0,786.0,40.0,0.384,1,2025-03-01
P017717,Titanium,5514.0,315.0,37.0,0.086,1,2025-01-29
P017718,Brass,9419.0,451.0,38.0,0.287,1,2025-02-19
P017719,Steel,9986.0,438.0,34.0,0.441,1,2025-01-12
P017720,Aluminum,11558.0,497.0,49.0,0.495,1,2025-02-24
P017721,Aluminum,44639.0,1270.0,50.0,0.419,1,2025-02-12
P017722,ABS,7618.0,356.0,70.0,0.261,1,2025-01-01
P017723,ABS,8090.0,438.0,75.0,0.231,1,2025-02-19
P017724,Aluminum,10001.0,419.0,60.0,0.051,1,2025-02-04
P017725,Steel,42926.0,1318.0,23.0,0.394,1,2025-02-07
P017726,ABS,22915.0,805.0,72.0,0.115,1,2025-01-24
P017727,Steel,12046.0,488.0,45.0,0.623,1,2025-01-06
P017728,ABS,7074.0,361.0,57.0,0.655,1,2025-02-21
P017729,ABS,22151.0,745.0,99.0,0.697,1,2025-02-21
P017730,Steel,34079.0,1007.0,59.0,0.273,1,2025-01-13
P017731,Steel,20957.0,789.0,19.0,0.771,1,2025-01-16
P017732,Titanium,11655.0,574.0,30.0,0.126,1,2025-01-10
P017733,Steel,27104.0,916.0,31.0,0.487,1,2025-02-14
P017734,Steel,11345.0,484.0,52.0,0.527,1,2025-02-18
P017735,ABS,12470.0,583.0,70.0,0.419,1,2025-02-08
P017736,ABS,17192.0,727.0,56.0,0.618,1,2025-02-27
P017737,Titanium,9833.0,504.0,40.0,0.597,1,2025-01-19
P017738,ABS,4902.0,326.0,66.0,0.697,1,2025-01-15
P017739,Aluminum,20830.0,730.0,43.0,0.373,1,2025-02-27
P017740,Steel,10068.0,431.0,16.0,0.476,1,2025-02-05
P017741,Aluminum,17906.0,693.0,42.0,0.76,1,2025-01-08
P017742,Aluminum,16480.0,587.0,50.0,0.294,1,2025-01-05
P017743,ABS,14546.0,624.0,72.0,0.051,1,2025-02-16
P017744,Steel,11492.0,479.0,31.0,0.55,1,2025-02-08
P017745,Aluminum,9973.0,518.0,51.0,0.428,1,2025-01-14
P017746,Titanium,8033.0,459.0,24.0,0.615,1,2025-02-23
P017747,ABS,5287.0,315.0,71.0,0.73,1,2025-02-18
P017748,Titanium,13325.0,597.0,15.0,0.179,1,2025-01-09
P017749,Titanium,7847.0,378.0,27.0,0.179,1,2025-01-05
P017750,ABS,6381.0,349.0,88.0,0.645,1,2025-02-11
P017751,ABS,10417.0,437.0,58.0,0.476,1,2025-02-18
P017752,ABS,9822.0,,67.0,0.778,1,2025-01-26
P017753,Titanium,6622.0,354.0,35.0,0.723,1,2025-01-10
P017754,ABS,6618.0,321.0,59.0,0.436,1,2025-01-11
P017755,,13135.0,613.0,63.0,0.56,1,2025-01-30
P017756,Titanium,6828.0,344.0,19.0,0.608,1,2025-01-26
P017757,Aluminum,20247.0,801.0,72.0,0.656,1,2025-02-23
P017758,Brass,11663.0,589.0,61.0,0.312,1,2025-02-18
P017759,Aluminum,19031.0,701.0,71.0,0.23,1,2025-02-22
P017760,ABS,7303.0,411.0,55.0,0.411,1,2025-02-19
P017761,Steel,10808.0,539.0,39.0,0.813,1,2025-02-21
P017762,,6116.0,302.0,55.0,0.321,1,2025-02-27
P017763,Aluminum,15949.0,712.0,62.0,0.254,1,2025-01-28
